Site,1,2,3,4,5,6,7
Sandhills 16C,0,0,0,0,0,0,0
Sandhills 17A,0,0,0,0,0,0,0
Sandhills 17C,0,1,0,0,0,0,0
Sandhills 18A,0,0,0,0,0,0,0
Sandhills 18B,0,0,0,0,0,0,0
Sandhills 18C,0,0,0,0,0,0,0
Sandhills 19A,0,0,0,0,0,0,0
Sandhills 19B,0,0,0,0,0,0,0
Sandhills 1A,0,0,0,0,0,0,0
Sandhills 1B,0,0,0,0,0,0,0
Sandhills 1C,0,0,0,0,0,0,0
Sandhills 20B,0,0,0,0,0,0,0
Sandhills 21A,0,0,0,0,0,0,0
Sandhills 21B,0,0,0,0,0,0,0
Sandhills 21C,0,0,0,0,0,0,0
Sandhills 22A,0,1,0,0,0,0,0
Sandhills 22B,0,0,0,0,0,0,0
Sandhills 22C,0,0,0,0,0,0,0
Sandhills 23A,0,0,0,0,0,0,0
Sandhills 23B,0,0,0,0,0,0,0
Sandhills 23C,0,0,0,0,0,0,0
Sandhills 24A,0,0,0,0,0,0,1
Sandhills 24B,0,0,0,0,0,0,0
Sandhills 2A,0,0,0,0,0,0,0
Sandhills 2C,0,0,0,0,0,0,0
Sandhills 3A,0,0,0,0,0,0,0
Sandhills 3B,0,0,0,0,0,0,0
Sandhills 3C,0,0,0,0,0,0,0
Sandhills 4A,0,0,0,0,0,0,0
Sandhills 4B,0,0,0,0,0,0,0
Sandhills 4C,0,0,0,0,0,0,0
Sandhills 5A,0,0,0,0,0,0,0
Sandhills 5B,0,0,0,0,0,0,0
Sandhills 6A,0,0,0,0,0,0,0
Sandhills 6B,0,0,0,0,0,0,0
Sandhills 6C,0,0,0,0,0,0,0
Sandhills 7A,0,0,0,0,0,0,0
Sandhills 7C,0,0,0,0,0,0,0
Sandhills 8A,0,0,0,0,0,0,0
Sandhills 9C,0,0,0,0,0,0,0
Shenandoah 11A,0,1,0,0,0,0,0
Shenandoah 11B,0,0,0,0,0,0,0
Shenandoah 11C,0,0,0,0,0,0,0
Shenandoah 12A,0,0,0,0,0,0,1
Shenandoah 12B,0,0,0,1,0,0,0
Shenandoah 12C,0,0,0,0,0,0,0
Shenandoah 13A,0,0,0,1,1,0,0
Shenandoah 13B,0,0,0,0,0,0,0
Shenandoah 13C,0,0,0,0,0,0,0
Shenandoah 14A,0,0,0,0,0,0,0
Shenandoah 15C,0,0,0,0,0,0,0
Shenandoah 16A,0,0,0,0,0,0,0
Shenandoah 16C,0,0,0,0,0,1,0
Shenandoah 18A,0,1,1,0,0,0,0
Shenandoah 18C,0,0,0,0,0,0,0
Shenandoah 19A,0,0,0,0,0,0,0
Shenandoah 19B,0,0,0,0,1,0,0
Shenandoah 19C,0,0,0,0,0,0,0
Shenandoah 20A,1,0,0,0,0,0,0
Shenandoah 20B,0,0,0,0,0,0,0
Shenandoah 21A,0,0,0,0,0,0,0
Shenandoah 21B,0,1,0,0,0,0,0
Shenandoah 21C,0,1,0,0,0,0,0
Shenandoah 23A,0,0,0,0,0,0,0
Shenandoah 23B,0,0,0,0,0,0,0
Shenandoah 25A,0,1,1,0,0,0,0
Shenandoah 26A,1,1,0,1,1,1,0
Shenandoah 26C,0,0,0,0,1,0,0
Shenandoah 29A,1,0,1,0,1,0,0
Shenandoah 29B,0,0,0,0,0,0,0
Shenandoah 29C,0,0,1,0,0,0,0
Shenandoah 31A,0,0,0,0,0,0,0
Shenandoah 31B,0,0,0,0,0,0,0
Shenandoah 31C,0,0,0,0,0,0,0
Shenandoah 33A,0,0,1,0,0,0,0
Shenandoah 33B,0,1,0,0,0,0,0
Shenandoah 33C,0,1,0,0,1,0,0
Shenandoah 34A,0,0,0,0,0,0,0
Shenandoah 34B,0,0,0,0,0,0,0
Shenandoah 34C,0,0,0,0,0,0,0
Shenandoah 40A,0,0,0,0,0,1,1
Shenandoah 40B,0,0,0,0,0,1,1
Shenandoah 40C,1,0,0,0,1,0,1
Shenandoah 42A,0,0,0,0,1,1,1
Shenandoah 42B,0,0,0,0,0,0,0
Shenandoah 42C,0,0,0,0,0,0,0
Shenandoah 43A,1,0,0,0,0,0,0
Shenandoah 43C,0,0,0,0,0,0,0
Shenandoah 44A,1,0,0,0,0,0,0
Shenandoah 44B,0,0,0,0,0,0,0
Shenandoah 44C,0,0,0,0,0,0,0
Shenandoah 5B,0,0,0,0,0,0,0
Shenandoah 5C,0,0,0,0,0,0,0
South Mountains Gameland 10A,0,0,0,0,0,0,0
South Mountains Gameland 10B,0,0,0,0,0,0,0
South Mountains Gameland 10C,0,0,0,0,0,0,0
South Mountains Gameland 12A,0,0,0,0,0,0,0
South Mountains Gameland 12B,0,0,0,0,0,0,0
South Mountains Gameland 12C,0,0,0,0,0,0,0
South Mountains Gameland 13A,0,0,0,0,0,0,0
South Mountains Gameland 13C,0,0,0,0,0,0,0
South Mountains Gameland 14A,0,0,0,0,0,0,0
South Mountains Gameland 14B,1,0,0,0,0,0,0
South Mountains Gameland 14C,0,0,0,0,0,0,0
South Mountains Gameland 15A,0,0,0,0,0,0,0
South Mountains Gameland 15B,0,0,0,0,0,0,0
South Mountains Gameland 15C,0,0,0,0,0,0,0
South Mountains Gameland 16A,0,0,0,0,0,0,0
South Mountains Gameland 16C,0,0,0,0,0,0,0
South Mountains Gameland 17A,0,0,0,0,0,1,0
South Mountains Gameland 17B,0,0,0,0,0,0,0
South Mountains Gameland 18B,0,0,0,0,0,0,0
South Mountains Gameland 18C,0,0,0,0,0,0,0
South Mountains Gameland 19A,1,0,0,0,0,0,0
South Mountains Gameland 19B,0,0,0,0,0,0,0
South Mountains Gameland 19C,0,0,0,0,0,0,0
South Mountains Gameland 1A,0,0,0,0,0,0,0
South Mountains Gameland 1B,0,0,0,0,0,0,0
South Mountains Gameland 20A,0,0,0,0,0,0,0
South Mountains Gameland 20B,0,0,0,0,0,0,0
South Mountains Gameland 20C,0,0,0,0,0,0,0
South Mountains Gameland 21B,0,0,0,0,0,0,0
South Mountains Gameland 21C,0,0,0,0,0,0,0
South Mountains Gameland 22A,0,0,0,0,0,0,0
South Mountains Gameland 22B,0,0,0,1,0,0,0
South Mountains Gameland 22C,0,0,0,0,0,0,1
South Mountains Gameland 23B,0,0,0,0,0,0,0
South Mountains Gameland 23C,0,0,0,0,0,0,0
South Mountains Gameland 24B,0,0,0,0,0,0,0
South Mountains Gameland 24C,0,0,0,0,0,0,0
South Mountains Gameland 2A,0,0,0,0,0,0,1
South Mountains Gameland 2C,0,0,0,0,0,0,0
South Mountains Gameland 3B,0,0,0,0,0,0,0
South Mountains Gameland 4A,0,0,0,0,0,0,0
South Mountains Gameland 4B,0,0,0,0,0,0,0
South Mountains Gameland 4C,0,0,0,0,0,0,0
South Mountains Gameland 5A,0,0,0,0,0,0,0
South Mountains Gameland 5B,0,0,0,0,0,0,0
South Mountains Gameland 5C,0,0,0,0,0,0,0
South Mountains Gameland 6A,0,0,0,0,0,0,0
South Mountains Gameland 6B,0,0,0,0,0,0,0
South Mountains Gameland 6C,0,0,0,0,0,0,0
South Mountains Gameland 7A,0,0,0,0,0,0,1
South Mountains Gameland 7B,0,0,0,0,0,0,0
South Mountains Gameland 7C,0,0,0,0,0,0,0
South Mountains Gameland 8A,0,0,0,1,0,1,0
South Mountains Gameland 8C,0,0,0,0,0,0,0
South Mountains Gameland 9A,0,0,0,0,0,0,0
South Mountains Gameland 9B,0,0,0,0,0,0,0
South Mountains State Park 10A,1,0,0,1,0,0,0
South Mountains State Park 10B,0,0,0,0,0,0,0
South Mountains State Park 11A,0,0,0,1,0,0,0
South Mountains State Park 11B,1,0,0,0,0,0,0
South Mountains State Park 11C,0,0,0,0,0,0,0
South Mountains State Park 12A,0,0,0,0,1,0,1
South Mountains State Park 12B,0,0,0,0,0,0,0
South Mountains State Park 12C,0,0,0,0,0,0,0
South Mountains State Park 13A,0,0,0,0,0,0,1
South Mountains State Park 13B,0,0,0,0,0,0,0
South Mountains State Park 13C,0,0,0,0,0,0,0
South Mountains State Park 14A,0,0,0,0,0,0,0
South Mountains State Park 14B,1,0,0,0,0,0,0
South Mountains State Park 14C,0,0,0,0,0,0,0
South Mountains State Park 15A,0,0,0,0,0,0,1
South Mountains State Park 15B,0,0,0,0,0,0,0
South Mountains State Park 15C,0,0,0,0,0,0,0
South Mountains State Park 16A,0,0,0,0,0,0,0
South Mountains State Park 16C,0,0,0,0,0,0,0
South Mountains State Park 17A,0,0,0,0,0,0,0
South Mountains State Park 17B,0,0,0,0,0,0,0
South Mountains State Park 17C,0,0,0,0,0,0,0
South Mountains State Park 19A,0,0,0,0,0,0,0
South Mountains State Park 19C,0,0,0,0,0,0,0
South Mountains State Park 1A,0,0,0,0,0,1,0
South Mountains State Park 1B,0,0,0,0,0,0,0
South Mountains State Park 1C,1,0,0,0,0,0,0
South Mountains State Park 20A,0,0,0,0,0,1,0
South Mountains State Park 20B,0,0,0,0,0,0,0
South Mountains State Park 20C,0,0,0,0,0,0,0
South Mountains State Park 21A,0,0,0,0,0,0,0
South Mountains State Park 21B,0,0,0,0,0,0,0
South Mountains State Park 21C,0,0,0,0,0,0,0
South Mountains State Park 22A,0,0,0,0,0,1,0
South Mountains State Park 22B,0,0,0,0,0,0,0
South Mountains State Park 22C,0,0,0,0,0,0,0
South Mountains State Park 23A,0,0,0,0,0,0,0
South Mountains State Park 23B,0,0,0,0,0,0,0
South Mountains State Park 24A,0,0,0,0,0,0,0
South Mountains State Park 24B,0,0,0,0,0,0,0
South Mountains State Park 24C,0,0,0,0,0,0,0
South Mountains State Park 2A,0,0,0,0,0,0,1
South Mountains State Park 2B,0,0,0,0,0,0,0
South Mountains State Park 2C,0,0,0,0,0,0,0
South Mountains State Park 3A,0,0,0,0,0,0,0
South Mountains State Park 4A,0,0,0,0,0,0,0
South Mountains State Park 4B,0,0,0,0,0,0,0
South Mountains State Park 4C,0,0,0,0,0,0,0
South Mountains State Park 5A,0,1,0,0,0,0,0
South Mountains State Park 5C,0,0,0,0,0,0,0
South Mountains State Park 8A,0,0,0,0,0,0,0
South Mountains State Park 8C,0,0,0,0,0,0,0
South Mountains State Park 9B,0,0,0,0,0,0,0
South Mountains State Park 9C,0,0,0,0,0,0,0
Stone Mountain 10A,0,0,0,0,0,0,0
Stone Mountain 10B,0,0,0,0,0,0,0
Stone Mountain 10C,0,0,0,0,0,0,0
Stone Mountain 11A,0,0,0,0,0,0,0
Stone Mountain 11B,0,0,0,0,0,0,0
Stone Mountain 11C,0,0,0,0,0,0,0
Stone Mountain 12A,0,0,0,0,0,0,0
Stone Mountain 12C,0,0,0,0,0,0,0
Stone Mountain 13A,0,0,0,0,0,0,0
Stone Mountain 13B,0,0,0,0,0,0,0
Stone Mountain 14A,0,0,0,0,0,0,0
Stone Mountain 14B,0,0,0,0,0,0,0
Stone Mountain 14C,0,0,0,0,0,0,0
Stone Mountain 15A,0,0,0,0,0,1,0
Stone Mountain 15B,0,0,0,0,0,0,0
Stone Mountain 15C,0,0,0,0,0,0,0
Stone Mountain 16A,0,0,0,0,0,0,0
Stone Mountain 16B,0,0,0,0,0,0,0
Stone Mountain 16C,0,0,1,0,0,0,0
Stone Mountain 17A,0,0,0,0,0,0,0
Stone Mountain 17B,0,0,0,0,0,0,0
Stone Mountain 17C,0,0,0,0,0,0,0
Stone Mountain 18A,0,0,0,0,0,0,0
Stone Mountain 18B,0,0,0,0,0,0,0
Stone Mountain 18C,0,0,0,0,0,0,0
Stone Mountain 19B,0,0,0,0,0,0,0
Stone Mountain 19C,0,0,0,0,0,0,0
Stone Mountain 1A,1,0,0,1,0,0,0
Stone Mountain 1B,0,0,0,0,0,0,0
Stone Mountain 1C,0,0,0,0,0,0,1
Stone Mountain 20A,0,0,0,0,0,0,0
Stone Mountain 20B,0,0,0,0,0,0,0
Stone Mountain 20C,0,0,0,0,0,0,0
Stone Mountain 21B,0,0,0,0,0,0,0
Stone Mountain 21C,0,0,0,0,0,0,0
Stone Mountain 22A,0,0,0,1,0,0,0
Stone Mountain 22B,0,0,0,0,0,0,0
Stone Mountain 23A,0,0,1,0,0,0,0
Stone Mountain 23B,0,0,0,0,0,0,0
Stone Mountain 23C,0,0,0,0,0,0,0
Stone Mountain 24B,0,0,0,0,0,0,0
Stone Mountain 24C,0,0,0,0,0,0,0
Stone Mountain 2A,0,0,1,0,0,0,0
Stone Mountain 2C,0,0,1,0,0,1,0
Stone Mountain 3A,0,0,0,1,0,0,0
Stone Mountain 3C,0,0,0,0,0,0,0
Stone Mountain 4A,0,0,0,0,0,0,0
Stone Mountain 4C,0,0,0,0,0,0,0
Stone Mountain 5A,0,0,0,0,0,0,0
Stone Mountain 5B,0,0,0,0,0,0,0
Stone Mountain 5C,0,0,0,0,0,0,0
Stone Mountain 6A,0,0,0,0,0,1,0
Stone Mountain 6C,0,0,0,0,0,0,0
Stone Mountain 7A,0,0,0,0,0,0,0
Stone Mountain 7B,0,0,0,0,0,0,0
Stone Mountain 7C,0,0,1,0,0,0,0
Stone Mountain 8C,0,0,0,0,0,0,0
Thompson WMA  37C,0,0,0,0,0,0,0
Thompson WMA 10A,0,0,0,0,0,0,0
Thompson WMA 10B,0,0,0,0,0,0,0
Thompson WMA 10C,0,0,0,0,0,0,0
Thompson WMA 11C,0,0,0,0,0,0,0
Thompson WMA 13A,0,0,0,0,0,0,0
Thompson WMA 13B,0,0,0,0,0,0,0
Thompson WMA 13C,0,0,0,0,0,0,0
Thompson WMA 14A,0,0,0,0,0,0,0
Thompson WMA 14A-2,0,0,0,0,0,0,0
Thompson WMA 14B,0,0,0,0,0,0,0
Thompson WMA 14B-2,0,0,0,0,0,0,0
Thompson WMA 14C-2,0,0,0,0,0,0,0
Thompson WMA 15A,0,0,0,0,0,0,0
Thompson WMA 15B,0,0,0,0,0,0,0
Thompson WMA 15C,0,0,0,0,0,1,0
Thompson WMA 16A,0,0,0,0,0,0,0
Thompson WMA 16B,0,0,0,0,0,0,0
Thompson WMA 16C,0,0,0,0,0,0,0
Thompson WMA 17A,0,0,0,0,0,0,0
Thompson WMA 17A-2,0,0,0,0,0,0,0
Thompson WMA 17B,0,0,0,0,0,0,0
Thompson WMA 17B-2,0,0,0,0,0,0,0
Thompson WMA 17C,0,0,0,0,0,0,0
Thompson WMA 17C-2,0,0,0,0,0,0,0
Thompson WMA 18A,0,0,0,0,0,1,0
Thompson WMA 18B,0,0,0,0,0,0,0
Thompson WMA 18C,0,0,0,0,0,0,0
Thompson WMA 1A,0,0,0,0,0,0,0
Thompson WMA 1B,0,0,0,0,0,0,0
Thompson WMA 1C,0,0,0,0,0,0,0
Thompson WMA 20A,0,0,0,0,0,0,0
Thompson WMA 20B,0,0,0,0,0,0,0
Thompson WMA 20C,0,0,0,0,0,0,0
Thompson WMA 21A,1,0,0,0,0,0,0
Thompson WMA 21B,1,0,0,0,0,0,0
Thompson WMA 21C,0,0,0,0,0,0,0
Thompson WMA 22A,0,0,0,0,0,0,0
Thompson WMA 22B,0,0,0,0,0,0,0
Thompson WMA 22C,0,0,0,0,0,0,0
Thompson WMA 24A,0,0,0,1,0,0,0
Thompson WMA 24C,0,0,0,0,0,0,0
Thompson WMA 25A,0,0,0,0,0,1,0
Thompson WMA 25B,0,0,0,0,0,0,0
Thompson WMA 25C,0,0,0,0,0,0,0
Thompson WMA 30A,0,0,0,0,0,0,0
Thompson WMA 30B,0,0,0,0,0,0,0
Thompson WMA 30C,0,0,0,0,0,0,0
Thompson WMA 31A,0,1,0,0,0,0,0
Thompson WMA 31B,0,0,0,0,0,0,0
Thompson WMA 31C,0,0,0,0,0,0,0
Thompson WMA 33A,0,0,0,0,0,0,0
Thompson WMA 33B,0,0,0,0,0,0,0
Thompson WMA 33C,0,0,0,0,0,0,0
Thompson WMA 34A,0,0,0,0,0,0,0
Thompson WMA 34B,0,0,0,0,0,0,0
Thompson WMA 34C,0,0,0,0,0,0,0
Thompson WMA 36A,0,0,0,0,0,0,0
Thompson WMA 36B,0,0,0,0,0,0,0
Thompson WMA 36C,0,0,0,0,0,0,0
Thompson WMA 37A,0,0,0,0,0,0,0
Thompson WMA 3A,0,0,0,0,0,0,0
Thompson WMA 3B,0,0,0,0,0,0,0
Thompson WMA 3C,0,0,0,0,0,0,0
Thompson WMA 5A,0,0,0,0,0,1,0
Thompson WMA 5C,0,0,0,0,0,0,0
Thompson WMA 9A,0,0,0,0,0,0,0
Thompson WMA 9B,0,0,0,0,0,0,0
Thompson WMA 9C,1,1,0,0,0,0,0
Thurmond Chatham 11A,0,0,0,0,0,0,0
Thurmond Chatham 11B,0,0,0,0,0,0,0
Thurmond Chatham 11C,0,0,0,0,0,0,0
Thurmond Chatham 12A,1,0,0,0,0,0,0
Thurmond Chatham 12C,0,0,0,0,0,0,0
Thurmond Chatham 13A,0,0,0,0,0,0,0
Thurmond Chatham 13B,0,0,0,0,0,0,0
Thurmond Chatham 13C,0,0,0,0,0,0,0
Thurmond Chatham 14A,0,0,0,0,0,0,0
Thurmond Chatham 15A,0,0,0,0,0,0,0
Thurmond Chatham 15B,0,0,0,0,0,0,0
Thurmond Chatham 16A,0,0,0,0,0,0,0
Thurmond Chatham 16B,0,0,0,0,0,0,0
Thurmond Chatham 16C,0,0,0,0,0,0,0
Thurmond Chatham 17A,0,0,0,0,0,0,0
Thurmond Chatham 17B,0,0,0,0,0,0,0
Thurmond Chatham 17C,0,0,0,0,0,0,0
Thurmond Chatham 18A,0,0,0,0,0,0,0
Thurmond Chatham 18B,0,0,0,0,0,0,0
Thurmond Chatham 18C,0,0,0,0,0,0,0
Thurmond Chatham 1A,0,0,0,0,0,0,0
Thurmond Chatham 1B,0,0,0,0,0,0,0
Thurmond Chatham 1C,0,0,0,0,0,0,0
Thurmond Chatham 20A,0,0,0,0,1,0,0
Thurmond Chatham 20B,0,0,0,0,0,0,0
Thurmond Chatham 20C,0,0,0,0,0,0,0
Thurmond Chatham 21A,0,0,0,0,0,0,0
Thurmond Chatham 21B,0,0,0,0,0,0,0
Thurmond Chatham 21C,0,0,0,0,0,0,0
Thurmond Chatham 22A,0,0,0,0,0,0,0
Thurmond Chatham 22B,0,0,0,0,0,0,0
Thurmond Chatham 22C,0,0,0,0,0,0,0
Thurmond Chatham 23A,0,0,0,0,0,0,0
Thurmond Chatham 23B,0,0,0,0,0,0,0
Thurmond Chatham 23C,0,0,0,1,0,0,0
Thurmond Chatham 24A,0,0,0,0,0,0,0
Thurmond Chatham 24C,0,0,0,0,0,0,0
Thurmond Chatham 2B,0,0,0,0,0,0,0
Thurmond Chatham 2C,0,0,0,0,0,0,0
Thurmond Chatham 3A,0,0,0,0,0,0,0
Thurmond Chatham 3C,0,0,0,0,0,0,0
Thurmond Chatham 4A,0,0,0,0,0,0,0
Thurmond Chatham 4B,0,0,0,0,0,0,0
Thurmond Chatham 4C,0,0,0,0,0,0,0
Thurmond Chatham 5B,0,0,0,0,0,0,0
Thurmond Chatham 5C,0,0,0,0,0,0,0
Thurmond Chatham 6A,0,1,0,0,0,0,0
Thurmond Chatham 6B,0,0,0,0,0,0,0
Thurmond Chatham 6C,0,0,0,0,0,0,0
Thurmond Chatham 7A,0,1,0,0,0,1,0
Thurmond Chatham 7B,0,0,0,0,0,0,0
Thurmond Chatham 7C,0,0,0,0,0,0,0
Thurmond Chatham 8A,0,1,0,0,0,0,1
Thurmond Chatham 8C,0,0,0,1,0,0,0
Thurmond Chatham 9A,0,0,0,0,0,0,0
Thurmond Chatham 9C,0,0,0,0,0,0,0
Umstead 10A,0,0,0,0,0,0,0
Umstead 10B,0,0,0,0,0,0,0
Umstead 10C,0,0,0,0,0,0,0
Umstead 11A,0,0,0,0,0,0,0
Umstead 11B,0,0,0,0,0,0,0
Umstead 11C,0,0,0,0,0,0,0
Umstead 12A,0,0,0,0,0,0,0
Umstead 12B,0,0,0,0,0,0,0
Umstead 12C,0,0,0,0,0,0,0
Umstead 13A,0,0,0,0,0,0,0
Umstead 13C,0,0,0,0,0,0,0
Umstead 14B,0,0,0,0,0,0,0
Umstead 14C,0,0,0,0,0,0,0
Umstead 15B,0,0,0,0,0,0,0
Umstead 15C,0,0,0,0,0,0,0
Umstead 16B,0,0,0,0,0,0,0
Umstead 16C,0,0,0,0,0,0,0
Umstead 17A,0,0,0,0,0,0,0
Umstead 17B,0,0,0,0,0,0,0
Umstead 17C,0,0,0,0,0,0,0
Umstead 18A,0,0,0,0,0,0,0
Umstead 18B,0,0,0,0,0,0,0
Umstead 18C,0,0,0,0,0,0,0
Umstead 19A,0,0,0,0,0,0,0
Umstead 19B,0,0,0,0,0,0,0
Umstead 19C,0,0,0,0,0,0,0
Umstead 1A,0,0,0,0,0,0,0
Umstead 1B,0,0,0,0,0,0,0
Umstead 1C,0,0,0,0,0,0,0
Umstead 20A,0,0,0,0,0,0,0
Umstead 20B,0,0,0,0,0,0,0
Umstead 20C,0,0,0,0,0,0,0
Umstead 21A,0,0,0,0,0,0,0
Umstead 21C,0,0,0,0,0,0,0
Umstead 22A,0,0,0,0,0,0,0
Umstead 22C,0,0,0,0,0,0,0
Umstead 23A,0,0,0,0,0,0,0
Umstead 23C,0,0,0,0,0,0,0
Umstead 24A,0,0,0,0,0,0,0
Umstead 24C,0,0,0,0,0,0,0
Umstead 25A,0,0,0,0,0,0,0
Umstead 25B,0,0,0,0,0,0,0
Umstead 25C,0,0,0,0,0,0,0
Umstead 26A,0,0,0,0,0,0,0
Umstead 26B,0,0,0,0,0,0,0
Umstead 27A,0,0,0,0,0,0,0
Umstead 27B,0,0,0,0,0,0,0
Umstead 28A,0,0,0,0,0,0,0
Umstead 28B,0,0,0,0,0,0,0
Umstead 29C,0,0,0,0,0,0,0
Umstead 2B,0,0,0,0,0,0,0
Umstead 2C,0,0,0,0,0,0,0
Umstead 30A,0,0,0,0,0,0,0
Umstead 3B,0,0,0,0,0,0,0
Umstead 3C,0,0,0,0,0,0,0
Umstead 4A,0,0,0,0,0,0,0
Umstead 4C,0,0,0,0,0,0,0
Umstead 5A,0,0,0,0,0,0,0
Umstead 5B,0,0,0,0,0,0,0
Umstead 5C,0,0,0,0,0,0,0
Umstead 6A,0,0,0,0,0,0,0
Umstead 6C,0,0,0,0,0,0,0
Umstead 7A,0,0,0,0,0,0,0
Umstead 8A,0,0,0,0,0,0,0
Umstead 8C,0,0,0,0,0,0,0
Umstead 9B,0,0,0,0,0,0,0
Uwharrie 10A,0,0,0,0,0,0,0
Uwharrie 10B,0,0,0,0,0,0,0
Uwharrie 10C,0,0,0,0,0,0,0
Uwharrie 11A,0,0,0,0,0,0,0
Uwharrie 11B,0,0,0,0,0,0,0
Uwharrie 11C,0,0,0,0,0,0,0
Uwharrie 12A,0,0,0,0,0,0,0
Uwharrie 12C,0,0,0,0,0,0,0
Uwharrie 13A,0,0,0,0,0,0,0
Uwharrie 13B,0,0,0,0,0,0,0
Uwharrie 13C,0,0,0,0,0,0,0
Uwharrie 14B,0,0,0,0,0,0,0
Uwharrie 15A,0,0,0,0,0,0,0
Uwharrie 15B,0,0,0,0,0,0,0
Uwharrie 15C,0,0,0,0,0,0,0
Uwharrie 16A,0,0,0,0,0,0,0
Uwharrie 16B,0,0,0,0,0,0,0
Uwharrie 16C,0,0,0,0,0,0,0
Uwharrie 17A,0,0,0,0,0,0,0
Uwharrie 17B,0,0,0,0,0,0,0
Uwharrie 18A,0,0,0,0,0,0,0
Uwharrie 18B,0,0,0,0,0,0,0
Uwharrie 18C,0,0,0,0,0,0,0
Uwharrie 19A,0,0,0,0,0,0,0
Uwharrie 19B,0,0,0,0,0,0,0
Uwharrie 19C,0,0,0,0,0,0,0
Uwharrie 1A,0,0,1,0,0,0,0
Uwharrie 1B,0,0,0,0,0,0,0
Uwharrie 1C,0,0,0,0,0,0,0
Uwharrie 20A,0,0,0,0,0,0,0
Uwharrie 20B,0,0,0,0,0,0,0
Uwharrie 20C,0,0,0,0,0,0,0
Uwharrie 21A,0,0,0,0,0,0,0
Uwharrie 21B,0,0,0,0,0,0,0
Uwharrie 21C,0,0,0,0,0,0,0
Uwharrie 22A,0,0,0,0,0,0,0
Uwharrie 22C,0,0,0,0,0,0,0
Uwharrie 23B,0,0,0,0,0,0,0
Uwharrie 23C,0,0,0,0,0,0,0
Uwharrie 24B,0,0,0,0,0,0,0
Uwharrie 24C,0,0,0,0,0,0,0
Uwharrie 2A,0,0,0,0,0,0,0
Uwharrie 2B,0,0,0,0,0,0,0
Uwharrie 2C,0,0,0,0,0,0,0
Uwharrie 3A,0,0,0,0,0,0,0
Uwharrie 3B,0,0,0,0,0,0,0
Uwharrie 3C,0,0,0,0,0,0,0
Uwharrie 4A,0,0,0,0,0,0,0
Uwharrie 4B,0,0,0,0,0,0,0
Uwharrie 4C,0,0,0,0,0,0,0
Uwharrie 5A,0,0,0,0,0,0,0
Uwharrie 5B,0,0,0,0,0,0,0
Uwharrie 5C,0,0,0,0,0,0,0
Uwharrie 6A,0,0,0,0,0,0,0
Uwharrie 6B,0,0,0,0,0,0,0
Uwharrie 6C,0,0,0,0,0,0,0
Uwharrie 7A,0,0,0,0,0,0,0
Uwharrie 7B,0,0,0,1,0,0,0
Uwharrie 7C,0,0,0,0,0,0,0
Uwharrie 8A,0,0,0,0,0,0,0
Uwharrie 8B,0,0,0,0,0,0,0
Uwharrie 8C,0,0,0,0,0,0,0
Uwharrie 9A,0,0,0,0,0,0,0
Uwharrie 9B,0,0,0,0,0,0,0
Uwharrie 9C,0,0,0,0,0,0,0
Warm Springs Hunt 10A,0,0,0,0,0,0,0
Warm Springs Hunt 10B,0,0,0,0,0,0,0
Warm Springs Hunt 10C,0,0,0,0,0,0,0
Warm Springs Hunt 11A,0,0,0,0,0,0,0
Warm Springs Hunt 11B,0,0,0,0,0,0,0
Warm Springs Hunt 11C,0,0,0,0,0,0,0
Warm Springs Hunt 14A,0,0,0,1,0,0,0
Warm Springs Hunt 14B,0,0,0,0,0,0,0
Warm Springs Hunt 14C,0,0,0,0,0,0,0
Warm Springs Hunt 15A,0,0,0,0,0,1,0
Warm Springs Hunt 15B,0,0,0,0,0,0,0
Warm Springs Hunt 15C,0,0,0,0,0,0,0
Warm Springs Hunt 16B,0,0,0,0,0,0,0
Warm Springs Hunt 16C,0,0,0,0,0,0,0
Warm Springs Hunt 17B,0,1,0,0,0,0,0
Warm Springs Hunt 17C,0,0,0,0,0,1,0
Warm Springs Hunt 18A,0,0,0,0,0,0,0
Warm Springs Hunt 18B,0,0,0,0,0,0,0
Warm Springs Hunt 18C,0,0,0,0,0,0,0
Warm Springs Hunt 19A,0,0,0,0,0,0,1
Warm Springs Hunt 19B,0,0,0,0,0,0,0
Warm Springs Hunt 19C,0,0,0,1,0,0,0
Warm Springs Hunt 1A,0,0,0,0,0,0,1
Warm Springs Hunt 1B,0,0,0,0,0,0,0
Warm Springs Hunt 1C,0,0,0,0,0,0,0
Warm Springs Hunt 20A,0,1,0,0,0,0,0
Warm Springs Hunt 20C,0,0,0,0,0,0,0
Warm Springs Hunt 21A,0,0,0,0,0,0,0
Warm Springs Hunt 21B,0,0,0,0,0,0,0
Warm Springs Hunt 29A,0,0,0,1,1,1,0
Warm Springs Hunt 29B,0,0,0,0,0,0,0
Warm Springs Hunt 29C,0,0,0,0,0,0,0
Warm Springs Hunt 2A,0,0,0,0,0,0,0
Warm Springs Hunt 2B,0,0,0,0,0,0,0
Warm Springs Hunt 2C,0,0,0,0,0,0,0
Warm Springs Hunt 30B,0,0,0,0,0,1,0
Warm Springs Hunt 30C,0,0,0,0,0,0,0
Warm Springs Hunt 31A,1,0,0,0,1,0,0
Warm Springs Hunt 31B,0,0,0,0,0,0,0
Warm Springs Hunt 31C,1,0,0,0,0,0,0
Warm Springs Hunt 32A,0,0,1,0,0,0,0
Warm Springs Hunt 32C,0,0,1,1,0,0,0
